ticket_id,created_at,channel,region,category,subcategory,priority,status,first_response_time_min,resolution_time_hours,csat_score,agent_team,sla_breached,ai_generated_summary
TCK-100284,2025-11-15 09:00:00,Email,Mexico,Account Access,2fa issue,Urgent,Resolved,79,1.43,3.8,Tier 2,1,Ticket about 2fa issue. Customer contacted via Email in Mexico. Priority urgent. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100285,2025-12-16 00:00:00,Phone,Portugal,Booking Issue,duplicate booking,High,Resolved,6,10.27,5.0,Guest Support,0,Ticket about duplicate booking. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100286,2026-02-07 11:00:00,WhatsApp,Spain,Refund Request,refund delay,Low,Resolved,38,20.67,3.8,Tier 1,1,Ticket about refund delay. Customer contacted via WhatsApp in Spain. Priority low. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100287,2025-10-11 23:00:00,Email,Mexico,Account Access,2fa issue,Medium,Resolved,120,5.39,4.3,Tier 1,1,Ticket about 2fa issue. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100288,2026-03-02 09:00:00,Email,Mexico,Payment & Card,double charge,High,Resolved,65,15.3,4.3,Tier 2,1,Ticket about double charge. Customer contacted via Email in Mexico. Priority high. Suggested root cause: double charge. Recommended action: expedite specialist review.
TCK-100289,2025-12-14 03:00:00,Phone,Mexico,Booking Issue,duplicate booking,High,Resolved,6,6.8,4.4,Payments Desk,0,Ticket about duplicate booking. Customer contacted via Phone in Mexico. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100290,2026-01-18 10:00:00,Chat,Brazil,Refund Request,partial refund,Medium,Resolved,19,19.45,4.3,Tier 1,1,Ticket about partial refund. Customer contacted via Chat in Brazil. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100291,2025-11-29 18:00:00,WhatsApp,Brazil,Account Access,account locked,Medium,Open,33,2.24,3.2,Host Support,0,Ticket about account locked. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100292,2026-03-29 00:00:00,WhatsApp,Portugal,Check-in Problem,host unavailable,Low,Resolved,37,7.43,5.0,Guest Support,0,Ticket about host unavailable. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100293,2026-03-11 15:00:00,Phone,Mexico,Refund Request,refund delay,High,Escalated,7,15.79,3.5,Guest Support,1,Ticket about refund delay. Customer contacted via Phone in Mexico. Priority high. Suggested root cause: refund delay. Recommended action: expedite specialist review.
TCK-100294,2026-02-18 20:00:00,Chat,Portugal,Cancellation,policy dispute,Medium,Resolved,23,15.56,3.8,Tier 1,1,Ticket about policy dispute. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100295,2026-03-03 12:00:00,Chat,US,Check-in Problem,late check-in,Medium,Pending,15,8.3,4.7,Guest Support,0,Ticket about late check-in. Customer contacted via Chat in US. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100296,2025-10-14 11:00:00,Chat,Portugal,Booking Issue,duplicate booking,Medium,Escalated,26,10.28,3.9,Payments Desk,0,Ticket about duplicate booking. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100297,2025-10-06 05:00:00,Email,Portugal,Refund Request,refund delay,Urgent,Pending,118,15.04,4.1,Tier 2,1,Ticket about refund delay. Customer contacted via Email in Portugal. Priority urgent. Suggested root cause: refund delay. Recommended action: expedite specialist review.
TCK-100298,2026-02-13 09:00:00,Phone,Spain,Refund Request,refund denied,Medium,Resolved,11,20.35,4.3,Payments Desk,1,Ticket about refund denied. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100299,2026-01-14 06:00:00,WhatsApp,Portugal,Check-in Problem,access code not working,Low,Open,55,8.93,4.1,Host Support,0,Ticket about access code not working. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100300,2026-01-18 07:00:00,Phone,Portugal,Refund Request,partial refund,Low,Escalated,12,25.15,2.9,Tier 2,1,Ticket about partial refund. Customer contacted via Phone in Portugal. Priority low. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100301,2025-10-06 12:00:00,WhatsApp,Spain,Check-in Problem,host unavailable,Low,Resolved,46,6.63,4.2,Host Support,0,Ticket about host unavailable. Customer contacted via WhatsApp in Spain. Priority low. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100302,2025-12-23 21:00:00,Phone,Spain,Cancellation,policy dispute,High,Resolved,11,8.92,4.2,Host Support,0,Ticket about policy dispute. Customer contacted via Phone in Spain. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100303,2026-03-07 07:00:00,Phone,Mexico,Refund Request,refund denied,Low,Resolved,9,24.14,4.0,Tier 2,1,Ticket about refund denied. Customer contacted via Phone in Mexico. Priority low. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100304,2025-10-21 01:00:00,Email,US,Payment & Card,card declined,High,Resolved,194,11.22,4.0,Tier 2,1,Ticket about card declined. Customer contacted via Email in US. Priority high. Suggested root cause: card declined. Recommended action: expedite specialist review.
TCK-100305,2025-10-24 04:00:00,Email,Mexico,Account Access,password reset,Medium,Resolved,148,7.47,3.7,Guest Support,1,Ticket about password reset. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100306,2026-03-14 22:00:00,Email,US,Account Access,2fa issue,Medium,Resolved,149,5.34,3.9,Tier 1,1,Ticket about 2fa issue. Customer contacted via Email in US. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100307,2026-01-02 18:00:00,Email,Brazil,Payment & Card,chargeback,High,Pending,103,12.33,4.3,Tier 2,1,Ticket about chargeback. Customer contacted via Email in Brazil. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100308,2025-11-06 12:00:00,Chat,Mexico,Booking Issue,pricing mismatch,Medium,Resolved,13,9.29,3.7,Payments Desk,0,Ticket about pricing mismatch. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: pricing mismatch. Recommended action: standard troubleshooting.
TCK-100309,2025-12-31 05:00:00,Phone,Portugal,Cancellation,guest cancellation,Medium,Resolved,12,6.65,3.8,Tier 2,0,Ticket about guest cancellation. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100310,2026-01-11 09:00:00,Email,US,Account Access,password reset,Medium,Resolved,153,7.44,3.8,Host Support,1,Ticket about password reset. Customer contacted via Email in US. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100311,2025-10-20 03:00:00,Chat,US,Account Access,password reset,Medium,Resolved,15,8.14,3.2,Payments Desk,0,Ticket about password reset. Customer contacted via Chat in US. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100312,2025-11-02 13:00:00,Chat,Mexico,Payment & Card,card declined,Urgent,Pending,2,10.77,3.8,Guest Support,0,Ticket about card declined. Customer contacted via Chat in Mexico. Priority urgent. Suggested root cause: card declined. Recommended action: expedite specialist review.
TCK-100313,2026-03-12 07:00:00,Email,Spain,Check-in Problem,late check-in,High,Resolved,83,6.66,4.4,Tier 1,1,Ticket about late check-in. Customer contacted via Email in Spain. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100314,2025-12-01 05:00:00,Chat,Brazil,Check-in Problem,late check-in,Low,Pending,19,4.68,4.8,Host Support,0,Ticket about late check-in. Customer contacted via Chat in Brazil. Priority low. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100315,2025-10-27 06:00:00,Chat,Brazil,Check-in Problem,late check-in,High,Resolved,18,4.88,5.0,Guest Support,0,Ticket about late check-in. Customer contacted via Chat in Brazil. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100316,2026-01-22 05:00:00,Chat,US,Cancellation,policy dispute,Medium,Open,13,6.64,3.7,Tier 1,0,Ticket about policy dispute. Customer contacted via Chat in US. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100317,2025-11-03 08:00:00,Email,Spain,Cancellation,guest cancellation,Medium,Pending,138,10.54,3.6,Guest Support,1,Ticket about guest cancellation. Customer contacted via Email in Spain. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100318,2026-02-13 09:00:00,Phone,Portugal,Check-in Problem,late check-in,Medium,Resolved,10,3.25,5.0,Host Support,0,Ticket about late check-in. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100319,2026-02-25 09:00:00,WhatsApp,US,Refund Request,refund denied,High,Resolved,29,17.76,3.7,Tier 2,1,Ticket about refund denied. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100320,2025-10-26 02:00:00,Chat,Portugal,Booking Issue,payment failure,High,Pending,17,8.9,4.5,Host Support,0,Ticket about payment failure. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100321,2026-01-17 02:00:00,Email,US,Check-in Problem,late check-in,Urgent,Resolved,120,7.12,4.3,Payments Desk,1,Ticket about late check-in. Customer contacted via Email in US. Priority urgent. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100322,2025-11-04 21:00:00,Chat,Portugal,Refund Request,refund delay,Medium,Resolved,21,17.8,4.3,Host Support,1,Ticket about refund delay. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100323,2025-11-05 06:00:00,Phone,Brazil,Booking Issue,duplicate booking,Low,Pending,10,15.21,4.2,Payments Desk,1,Ticket about duplicate booking. Customer contacted via Phone in Brazil. Priority low. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100324,2026-02-09 11:00:00,WhatsApp,Portugal,Booking Issue,payment failure,High,Resolved,17,7.93,3.7,Guest Support,0,Ticket about payment failure. Customer contacted via WhatsApp in Portugal. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100325,2025-12-22 20:00:00,Chat,Portugal,Payment & Card,double charge,Low,Resolved,26,16.06,3.2,Payments Desk,1,Ticket about double charge. Customer contacted via Chat in Portugal. Priority low. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100326,2026-03-18 07:00:00,Chat,Portugal,Refund Request,refund delay,Medium,Resolved,9,17.0,1.8,Tier 1,1,Ticket about refund delay. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100327,2026-02-01 06:00:00,WhatsApp,Brazil,Check-in Problem,late check-in,Medium,Resolved,21,7.67,4.8,Tier 2,0,Ticket about late check-in. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100328,2026-01-12 23:00:00,Phone,Brazil,Booking Issue,payment failure,Medium,Pending,11,6.87,4.2,Host Support,0,Ticket about payment failure. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100329,2026-01-23 06:00:00,Chat,Spain,Cancellation,policy dispute,Medium,Open,17,7.45,5.0,Tier 2,0,Ticket about policy dispute. Customer contacted via Chat in Spain. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100330,2026-03-13 12:00:00,WhatsApp,Spain,Check-in Problem,late check-in,Medium,Resolved,42,5.51,4.2,Host Support,0,Ticket about late check-in. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100331,2025-12-22 17:00:00,Phone,Portugal,Check-in Problem,access code not working,Medium,Open,10,1.51,4.0,Tier 2,0,Ticket about access code not working. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100332,2025-12-01 09:00:00,Email,Portugal,Account Access,account locked,Urgent,Resolved,74,0.6,4.0,Payments Desk,1,Ticket about account locked. Customer contacted via Email in Portugal. Priority urgent. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100333,2025-10-24 14:00:00,WhatsApp,Mexico,Cancellation,policy dispute,High,Resolved,45,9.91,3.8,Tier 2,0,Ticket about policy dispute. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100334,2026-02-22 10:00:00,WhatsApp,Brazil,Cancellation,guest cancellation,Medium,Resolved,40,13.08,4.8,Guest Support,1,Ticket about guest cancellation. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100335,2026-02-20 18:00:00,Phone,Brazil,Payment & Card,card declined,Medium,Escalated,10,12.58,4.0,Tier 1,1,Ticket about card declined. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100336,2025-12-24 17:00:00,Phone,Mexico,Account Access,account locked,High,Resolved,9,5.37,4.6,Host Support,0,Ticket about account locked. Customer contacted via Phone in Mexico. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100337,2026-01-22 04:00:00,Email,US,Cancellation,guest cancellation,Medium,Resolved,176,8.82,4.6,Guest Support,1,Ticket about guest cancellation. Customer contacted via Email in US. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100338,2025-12-15 10:00:00,WhatsApp,Portugal,Cancellation,host cancellation,High,Pending,31,13.07,3.7,Guest Support,1,Ticket about host cancellation. Customer contacted via WhatsApp in Portugal. Priority high. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100339,2025-11-21 10:00:00,WhatsApp,US,Check-in Problem,late check-in,Medium,Escalated,50,6.44,3.7,Tier 1,0,Ticket about late check-in. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100340,2025-11-09 14:00:00,Phone,Spain,Account Access,password reset,Medium,Resolved,8,3.3,4.5,Guest Support,0,Ticket about password reset. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100341,2026-03-14 20:00:00,Email,Portugal,Check-in Problem,access code not working,High,Resolved,137,3.84,3.8,Tier 1,1,Ticket about access code not working. Customer contacted via Email in Portugal. Priority high. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100342,2026-01-11 11:00:00,Email,US,Booking Issue,pricing mismatch,High,Pending,193,11.45,4.1,Tier 2,1,Ticket about pricing mismatch. Customer contacted via Email in US. Priority high. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100343,2025-12-23 06:00:00,Chat,Spain,Payment & Card,card declined,Medium,Open,18,14.26,3.9,Tier 2,1,Ticket about card declined. Customer contacted via Chat in Spain. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100344,2026-02-16 06:00:00,Chat,Portugal,Account Access,password reset,Medium,Resolved,13,3.43,3.0,Tier 2,0,Ticket about password reset. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100345,2026-03-03 10:00:00,WhatsApp,US,Payment & Card,chargeback,High,Resolved,33,13.32,3.2,Tier 1,1,Ticket about chargeback. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100346,2025-11-04 17:00:00,Phone,Spain,Payment & Card,card declined,Medium,Resolved,13,11.3,3.2,Host Support,0,Ticket about card declined. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100347,2026-01-15 23:00:00,WhatsApp,Brazil,Payment & Card,chargeback,Low,Resolved,45,19.8,4.3,Host Support,1,Ticket about chargeback. Customer contacted via WhatsApp in Brazil. Priority low. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100348,2025-11-28 21:00:00,Phone,Brazil,Account Access,account locked,Medium,Resolved,8,6.37,4.2,Payments Desk,0,Ticket about account locked. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100349,2025-11-10 05:00:00,Email,Mexico,Refund Request,partial refund,Medium,Resolved,133,19.94,3.6,Host Support,1,Ticket about partial refund. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100350,2026-02-20 18:00:00,WhatsApp,Portugal,Payment & Card,card declined,Medium,Pending,21,17.25,4.3,Tier 2,1,Ticket about card declined. Customer contacted via WhatsApp in Portugal. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100351,2025-11-26 22:00:00,Chat,Mexico,Cancellation,host cancellation,Medium,Resolved,15,10.87,4.5,Tier 1,0,Ticket about host cancellation. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100352,2026-01-31 13:00:00,Chat,Mexico,Booking Issue,payment failure,High,Open,16,6.44,3.7,Guest Support,0,Ticket about payment failure. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100353,2026-03-18 22:00:00,WhatsApp,Portugal,Cancellation,policy dispute,High,Resolved,29,11.08,4.6,Tier 2,0,Ticket about policy dispute. Customer contacted via WhatsApp in Portugal. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100354,2025-10-29 05:00:00,Chat,Spain,Payment & Card,card declined,Low,Resolved,20,19.2,1.5,Payments Desk,1,Ticket about card declined. Customer contacted via Chat in Spain. Priority low. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100355,2025-11-27 09:00:00,WhatsApp,Brazil,Cancellation,policy dispute,Medium,Resolved,45,6.17,3.9,Payments Desk,0,Ticket about policy dispute. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100356,2026-02-03 05:00:00,WhatsApp,Brazil,Payment & Card,card declined,Medium,Resolved,25,11.15,5.0,Tier 2,0,Ticket about card declined. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100357,2026-01-10 14:00:00,Phone,Spain,Booking Issue,payment failure,High,Resolved,7,8.41,4.2,Tier 1,0,Ticket about payment failure. Customer contacted via Phone in Spain. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100358,2025-12-20 21:00:00,Phone,Brazil,Refund Request,refund denied,High,Resolved,9,15.47,2.6,Tier 2,1,Ticket about refund denied. Customer contacted via Phone in Brazil. Priority high. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100359,2025-12-10 12:00:00,Phone,Brazil,Refund Request,refund delay,Medium,Resolved,12,16.91,2.4,Payments Desk,1,Ticket about refund delay. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100360,2026-01-08 21:00:00,Phone,Brazil,Check-in Problem,host unavailable,Urgent,Resolved,5,7.5,4.8,Tier 1,0,Ticket about host unavailable. Customer contacted via Phone in Brazil. Priority urgent. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100361,2025-11-16 06:00:00,Phone,Mexico,Cancellation,guest cancellation,High,Resolved,7,7.73,4.0,Tier 2,0,Ticket about guest cancellation. Customer contacted via Phone in Mexico. Priority high. Suggested root cause: guest cancellation. Recommended action: expedite specialist review.
TCK-100362,2026-01-18 22:00:00,WhatsApp,Portugal,Refund Request,refund denied,Low,Pending,61,23.34,3.8,Host Support,1,Ticket about refund denied. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100363,2026-02-06 01:00:00,Email,Portugal,Cancellation,guest cancellation,Medium,Resolved,176,10.53,3.6,Payments Desk,1,Ticket about guest cancellation. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100364,2026-03-05 04:00:00,Email,US,Cancellation,host cancellation,High,Resolved,112,8.34,4.2,Payments Desk,1,Ticket about host cancellation. Customer contacted via Email in US. Priority high. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100365,2025-10-22 14:00:00,Chat,Portugal,Payment & Card,chargeback,High,Resolved,18,12.01,4.0,Payments Desk,1,Ticket about chargeback. Customer contacted via Chat in Portugal. Priority high. Suggested root cause: chargeback. Recommended action: expedite specialist review.
TCK-100366,2026-01-05 19:00:00,Chat,Brazil,Check-in Problem,host unavailable,High,Resolved,14,5.27,2.8,Tier 1,0,Ticket about host unavailable. Customer contacted via Chat in Brazil. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100367,2025-10-16 16:00:00,WhatsApp,US,Booking Issue,pricing mismatch,Low,Escalated,51,12.01,4.9,Host Support,1,Ticket about pricing mismatch. Customer contacted via WhatsApp in US. Priority low. Suggested root cause: pricing mismatch. Recommended action: standard troubleshooting.
TCK-100368,2026-03-05 19:00:00,Chat,Mexico,Booking Issue,payment failure,High,Resolved,2,12.24,4.1,Payments Desk,1,Ticket about payment failure. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100369,2025-11-01 20:00:00,Phone,US,Account Access,2fa issue,Medium,Escalated,12,1.71,4.6,Tier 2,0,Ticket about 2fa issue. Customer contacted via Phone in US. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100370,2025-10-18 16:00:00,Phone,Mexico,Cancellation,policy dispute,Medium,Resolved,7,8.63,5.0,Tier 1,0,Ticket about policy dispute. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100371,2025-10-01 08:00:00,Email,Mexico,Refund Request,partial refund,Medium,Resolved,133,18.48,3.7,Host Support,1,Ticket about partial refund. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100372,2025-10-04 04:00:00,Phone,US,Booking Issue,pricing mismatch,Urgent,Resolved,8,6.63,4.5,Tier 2,0,Ticket about pricing mismatch. Customer contacted via Phone in US. Priority urgent. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100373,2026-03-13 01:00:00,WhatsApp,US,Booking Issue,duplicate booking,High,Resolved,50,7.52,4.3,Payments Desk,0,Ticket about duplicate booking. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100374,2026-02-03 11:00:00,WhatsApp,Mexico,Check-in Problem,late check-in,High,Resolved,38,7.53,5.0,Tier 1,0,Ticket about late check-in. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100375,2025-10-03 21:00:00,Chat,Portugal,Payment & Card,double charge,Medium,Resolved,20,11.49,5.0,Tier 2,0,Ticket about double charge. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100376,2026-02-18 12:00:00,WhatsApp,Mexico,Payment & Card,double charge,Low,Resolved,33,18.17,3.0,Tier 1,1,Ticket about double charge. Customer contacted via WhatsApp in Mexico. Priority low. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100377,2026-02-09 01:00:00,Phone,Mexico,Check-in Problem,access code not working,Medium,Resolved,9,6.72,4.4,Tier 2,0,Ticket about access code not working. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100378,2026-01-06 06:00:00,Phone,Mexico,Account Access,password reset,Medium,Resolved,11,7.55,4.5,Host Support,0,Ticket about password reset. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100379,2026-01-09 21:00:00,Chat,Portugal,Account Access,password reset,Medium,Resolved,16,6.12,5.0,Guest Support,0,Ticket about password reset. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100380,2025-10-25 05:00:00,Phone,Spain,Payment & Card,card declined,Low,Escalated,9,18.81,4.0,Guest Support,1,Ticket about card declined. Customer contacted via Phone in Spain. Priority low. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100381,2026-02-21 15:00:00,Chat,Portugal,Check-in Problem,host unavailable,Urgent,Resolved,11,7.23,4.1,Tier 1,0,Ticket about host unavailable. Customer contacted via Chat in Portugal. Priority urgent. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100382,2025-10-24 01:00:00,Chat,US,Booking Issue,payment failure,Urgent,Open,13,5.92,4.2,Host Support,0,Ticket about payment failure. Customer contacted via Chat in US. Priority urgent. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100383,2026-03-22 22:00:00,WhatsApp,Portugal,Check-in Problem,host unavailable,High,Resolved,20,1.93,5.0,Guest Support,0,Ticket about host unavailable. Customer contacted via WhatsApp in Portugal. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100384,2025-11-22 02:00:00,Phone,US,Check-in Problem,late check-in,Medium,Resolved,7,3.82,2.7,Tier 2,0,Ticket about late check-in. Customer contacted via Phone in US. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100385,2026-01-20 12:00:00,Email,Spain,Cancellation,policy dispute,High,Resolved,96,5.59,5.0,Tier 2,1,Ticket about policy dispute. Customer contacted via Email in Spain. Priority high. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-100386,2025-10-20 18:00:00,WhatsApp,US,Refund Request,refund delay,Medium,Pending,43,16.49,4.3,Payments Desk,1,Ticket about refund delay. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100387,2025-11-29 22:00:00,Chat,US,Booking Issue,duplicate booking,Low,Open,26,10.54,2.5,Guest Support,0,Ticket about duplicate booking. Customer contacted via Chat in US. Priority low. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100388,2026-03-26 13:00:00,Chat,Spain,Account Access,2fa issue,Low,Resolved,32,1.94,3.0,Payments Desk,0,Ticket about 2fa issue. Customer contacted via Chat in Spain. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100389,2025-11-10 07:00:00,WhatsApp,Spain,Booking Issue,payment failure,Medium,Resolved,43,14.37,5.0,Guest Support,1,Ticket about payment failure. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100390,2025-10-27 07:00:00,Phone,US,Cancellation,host cancellation,Medium,Pending,11,11.31,4.8,Payments Desk,0,Ticket about host cancellation. Customer contacted via Phone in US. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100391,2025-11-23 16:00:00,Email,Mexico,Check-in Problem,late check-in,High,Resolved,145,5.72,3.9,Tier 1,1,Ticket about late check-in. Customer contacted via Email in Mexico. Priority high. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100392,2025-12-23 11:00:00,Phone,Portugal,Booking Issue,payment failure,Urgent,Resolved,6,4.64,4.0,Tier 1,0,Ticket about payment failure. Customer contacted via Phone in Portugal. Priority urgent. Suggested root cause: payment failure. Recommended action: expedite specialist review.
